review_text,category,rate,
Có điều đóng gói sơ xài.,NEG,1,
Đóng gói rất kĩ.,POS,5,
"Shop phục vụ rất tốt, Thời gian giao hàng rất nhanh, yêu shop lắm ý.",POS,5,
Đẹp nhưng hơi mỏng ạ :)).,POS,4,
"Quần bị ngắn nếu người 1,7m.",NEU,3,
"Váy đẹp, chất đẹp , shop uy tín!",POS,5,
Hàng ok.,POS,5,
"Chất vải cứng, với giá này thì ko đòi hỏi gì thêm.",NEU,3,
Tay áo quá ngắn.,NEG,1,
"Chất lượng sản phẩm tuyệt vời,đã mua nhiều lần,hàng ok nhé.",POS,5,
Shop phục vụ rất tốt Rất đáng tiền.,POS,5,
Vải cũng k đẹp.,NEG,2,
Giao nhầm tất 3D 6S thành tất lưới loại rẻ... đã dặn kĩ trc khi ship hàng rồi mà vẫn nhầm.,NEG,2,
Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt.,POS,5,
Hi.,NEU,3,
"Chọn size to hơn mà vẫn bị chật, ngắn.",NEU,3,
"Thời gian giao hàng nhanh, được.",POS,5,
Chất lắm lun nhen.,POS,5,
"Áo đẹp lắmmmm ạ, e cảm ơn chịiiiii.",POS,5,
Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Rất đáng tiền.,POS,5,
"Đóng gói kĩ, chủ shop dễ thương, nail mẫu đẹp.",POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời.,POS,5,
"Bít tất chưa đi nên chưa biết, nhưng quần bầu thì thích lắm.",POS,4,
Shop có đủ bảng màu loại áo này luôn chọn rất ưng.,POS,5,
48kg mà size s chật ko mặc dc.,NEU,3,
Sẽ còn ủng hộ shop :).,POS,5,
Nhưng hơi nhiều chỉ thừa.,NEG,2,
Không thích chất vải lắm nhưng kiểu dáng ok đẹp.,NEU,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.gối k căng lắm nhưng cụng tạm đc.,NEU,3,
Chất xấu.k giống trong ảnh.dẻ rách k đáng tiền.,NEG,1,
Giá cả chấp nhận được.,NEU,3,
"Chất lượng sản phẩm tuyệt vời , Rất đáng tiền.",POS,5,
"Áo đẹp lắm ạ, Shop dễ thương còn tặng quà xinh nữa!!!",POS,4,
Mua thẻ nhớ ntn.,NEU,3,
Quần của shop em mang vào phòng gym đâyy !!,POS,5,
Đáng yêu cực.,POS,5,
Chất lượng sản phẩm tuyệt vời .,POS,5,
"Shop rất dễ thương , lần đầu mua nên lố size khách vẫn cho đổi rất ok , nhiệt tình và nhanh nhẹn .",POS,5,
- Áo hơi nhỏ ko giống trong hình lắm😢.,NEU,3,
Có vẻ hơi mỏng manh.,NEU,3,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền aex ủng hộ shop lâu dài.,POS,5,
Tôi dùng xu nên đơn hàng còn 106.000 đ.,NEU,3,
Sản phẩm sale nên k chú ý đến chất lượng thì phải.có hai vết ố nhỏ 😑 Thời gian giao hàng nhanh.,NEG,2,
Ủng hộ dài dài 😍😍😍.,POS,5,
Chất chưa đẹp lắm.,NEG,2,
Y hình .,POS,5,
Hơi buồn áo chưa mặc túi áo đã bị rách.,NEG,1,
Áo vừa rẻ mà vừa đẹp.,POS,5,
"Áo giống hình, váy quá xấu!",NEG,1,
Chất lượng tạm được!,NEU,3,
Rất ok.,POS,5,
Chị bán hàng nch dễ thương.,POS,5,
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,POS,5,
"Áo dày dặn, chất đẹp, giống mẫu nhưng mỗi tội có đinh vết bẩn, giao hàng chậm.",NEU,3,
😍😍.,POS,5,
Chất lượng tạm được.,POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.hang i hjh.,POS,5,
Giao ko đung hàng.,NEG,1,
"Thời gian giao hàng hơi lâu, đôi khi gây ra sự ức chế!",NEG,1,
Vải rất dày.,POS,5,
Chất lượng quá kémmmm....k ổn 1 cái nào.,NEG,1,
Chất lượng sản phẩm không như shop giới thiệu!,NEG,2,
Chất lượng sản phẩm rất kém!,NEG,1,
"con đầu thì ngon, nhưng con sau vỏ bị móp méo tùm lum nha bạn, nhưng vẫn cho 5 sao.",POS,4,
Hàng đẹp rất ưng ý 👍🏻😍.,POS,5,
Ủng hộ dài dài.,POS,5,
trời ơi bán hàng gì mà kì quá.sao mềm mát quá vậy..,POS,5,
Chất lượng sản phẩm tuyệt vời Áo đẹp.,POS,5,
Hàng rất đẹp.,POS,5,
"Max ưng luôn^^ cảm ơn shop nhiều, chúc shop buôn may bán đắt nhé!",POS,5,
"Chất lượng áo tuyệt vời, mềm mịn, dày dặn, đường chỉ may đẹp, màu áo đúng như hình.",POS,4,
Form áo hơi nhỏ nên đặt trừ hao 2 size nha mọi người.,POS,4,
Áo đẹp lắm nha.,POS,5,
Đóng gói sản phẩm đẹp và chắc chắn Thời gian giao hàng nhanh.,POS,5,
Chất lượng sản phẩm kém.,NEG,1,
Mình up hình từ video. 1 hình chụp sau khi sử dụng. 1 hình trên mang họ chỉ so sánh thật giả.,NEU,3,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Đáng đồng tiền Thời gian giao hàng rất nhanh.,POS,5,
Thời gian giao hàng nhanh.,POS,5,
Rất tuyệt .,POS,5,
Chủ shop rất nhiệt tình tư vấn.,POS,5,
XẤU.,NEG,2,
"mình mới mua về , sao mình rửa nc sôi nhìu lần r vẫn nghe mùi hôi của nhựa vậy shop.",NEG,1,
"Chất vải tạm đc, form ổn.",POS,5,
Áo mỏng.,NEU,3,
Vải ok . form áo quá rộng so với mình.,NEU,3,
Áo len mịn hịn khỏi chê luôn ạ ❤.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.em chuc shop chi buon may ban dat.se ung ho chi lau dai.,POS,5,
Chất lượng rất kém và bị lỗi đề nghị shoopee hoàn tiền lại cho tôi.,NEG,1,
Hàng rất ưng ý.,POS,5,
"Chất vải rất đẹp, giao hàng cực kỳ nhanh, sẽ tiếp tục ủng hộ shop ^^.",POS,4,
Vải hơi xấu.,NEG,2,
Vải hơi mỏng.,NEG,2,
Sz S nhưng phải bạn nào cao và trên 45kg mặc mới vừa.,NEG,2,
Shop bán hàng đúng chất lượng giá lại siêu rẻ se ủng hộ shop dài dài.,POS,5,
Rộng quá rộng.,NEG,2,
Shiper gọi xuống lấy hàng mà hết hồn.,POS,4,
Lần nào mua cũng hài lòng.,POS,5,
Quần mặv rất mát.,POS,4,
Mấy trăm ngàn biếu k shop.,NEU,3,
Lần kế tiếp mình sẻ ủng hộ shop nhé!,POS,5,
Cũng dk.,NEU,3,
Ko như mong muốn.,NEG,2,
Chất lượng sản phẩm tuyệt vời Ao đẹp.,POS,5,
Miếng khô tô quá.,POS,4,
Phuc vu tot.,POS,5,
Rất đáng tiền.,POS,5,
Áo đẹp...,POS,5,
Shop ship hàng siêu nhanh.,POS,5,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền.,POS,5,
"Chất vải rất mịn đẹp, cho 4 sao vì áo bị thiếu mất 1 cúc, không tìm thấy cúc để may lại luôn 😑.",NEU,3,
Cv vs giá này thì qa rẻ và đẹp.,POS,5,
Chất đẹp lắm ạ.,POS,5,
Thời gian giao hàng rất nhanh Rất đáng tiền.,POS,5,
Mỳ thì nát vụn.,NEG,1,
Giày thì oke đấy nhưng shop có gửi nhầm size cho mình thì phải size 36 như 38 mang đút 3 ngón tay vô được mong shop lần sau cân nhắc kĩ size nhé vẫn cho shop 5 sao để lần sau shop chú ý hơn.,POS,4,
From rộng y hình.,POS,5,
Áo đẹp chủ shop nhiệt tình lần sau có dịp sẽ tiếp tục ủng hộ 😊.,POS,5,
Vai hoj mong nhung nhjn cug Ok.,POS,4,
"Đồ đẹp nhưng form k lớn lắm, mình 56kg mà mặc k đc thoải mái lắm.",NEG,2,
"Chất lượng sản phẩm tuyệt vời, giao hàng nhanh, chất vải ok.",POS,5,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Để xài thử mới biết đc.,POS,4,
Sẽ tiếp tục ủng hộ shop.,POS,5,
"Thích hợp để khoác hơn là mặt, chị chủ dễ thương lắm luôn nè 😍.",POS,4,
Thời gian giao hàng nhanh.,POS,5,
Chất dạ cũng đc.,POS,4,
Quần mới giặt qua 1 nước trk để lần đầu mặc mak nó nhah dãn quá.,NEG,1,
"Rất đáng tiền, mỗi tội giao hàng hơi chậm.",POS,4,
Mik ko thik các gói hàng của shop.,NEG,1,
Đồ lên form quá hài lòng 😊.,POS,5,
Chất lượng sản phẩm tuyệt vời...,POS,5,
"Cùng size M, nhưng kích thước khác nhau.",NEU,3,
"Đã uống 5 ngày giảm 2kg, bị choáng, hạ canxi.",NEG,2,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
"Chất lượng sản phẩm tuyệt vời, hàng giao giống hình, nhanh.",POS,5,
Sáp loại nào cũng thơm.,POS,5,
"Nhà m nhiều kiến quá k hết sạch được nhưng đỡ rất nhiều, Thời gian giao hàng rất nhanh.",POS,4,
Quần chất đẹp cực :)) lần đầu mua quần legging mà chất vải lạ lạ nhưng mặc rất thích.,POS,5,
Sản phẩm rất ưng ý và đẹp 😍😍😍.,POS,5,
"Hàng đúng như mô tả, dùng tốt.",POS,5,
Chất lượng sản phẩm tuyệt vời .,POS,5,
Thái độ phục vụ tốt 👍👍👍.,POS,5,
Nhưng dây kéo hơi bị rít khó kéo.,NEU,3,
In lem màu.,NEG,2,
Thời gian giao hàng tạm được Giá cả chấp nhận được Áo khá mỏng.,NEU,3,
Ưng.,POS,5,
Excellent Product Quality.,POS,5,
Tam được.,POS,4,
"Đẹp, chất lượng.",POS,4,
Vẫn tặng shop 5*.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
"Mình nhận được hàng nhưng hàng bị may lỗi, đề nghị shop đổi lại cho mình.",NEG,2,
"Mang đi mưa mà vẫn ướt như thường, dây buộc không bó sát chân được.",NEG,1,
Hàng xấu giao hàng lâu hộp thì móp méo.,NEG,1,
Sản phẩm tuyệt vời màu đúng chuẩn luôn nhé ok shop,POS,4,
Hi ving vừa.,POS,4,
Cảm ơn shop nhé.,POS,5,
"San pham OK binhthuong voi giá thitruong, shop không hỗ trợ Chat kết nổi, hỏi không traloi và cuối cùng không giao đúng màu Trắng mình đã đặt.",NEU,3,
Đẹp.,POS,5,
"Lần đầu mua xài ok, mua cái nữa xài kg dc, nt chat với shop cũng hok trả lời, thất vọng!!!",NEG,2,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh Shop phục vụ rất tốt.,POS,5,
"Đóng gói sản phẩm rất đẹp và chắc chắn, shop giao nhầm màu 1 đôi nhưng lại hỗ trợ đổi lại giày luôn.",POS,5,
Đẹp nhưng chất liệu vải hơi mỏng.,POS,4,
Quá mỏng và ngắn.,POS,4,
"Chất đẹp, đã mua cho shop mấy lần hộ mấy đứa bạn luôn, mặc thích lắm ❤️.",POS,5,
Đóng gói rất đẹp.,POS,5,
Giày ko kèm box.,NEG,1,
Mềm mại.,POS,4,
Nhưng thực sự k thích cái áo chút nào cả.,NEG,2,
"Chất lượng sản phẩm tuyệt vời, váy giốg với hình, rất đáng tiền ạ.",POS,5,
Hàng đẹp như hình.,NEU,3,
Mua tận 16 bộ luôn.,POS,4,
Màu cũng ko như hình luôn .,NEG,2,
Chất vải thì khỏi chê luôn rồi.,POS,5,
Lần sau sẽ gé tiếp.,POS,5,
Áo đẹp.,POS,5,
SP như hình.,NEU,3,
Ship hàng nhanh.,POS,4,
Đường may không điều dễ rách.,NEG,2,
Shop đáng yêu vch còn tặng mình kẹo mút nữa :))).,POS,5,
Sẽ ủng hộ shop tiếp hihi.,POS,4,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Với giá rẻ nữa nên hoàn toàn xứng đáng 5*.,POS,5,
Rất là im luôn nha y như mua 200 mấy.,POS,5,
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Có điều không nghĩ là nó dày tới vậy.,POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn áo đẹp.,POS,5,
Dây tay áo hơi dài bạn ơi.,NEG,2,
Ai cũng hỏi mua đâu 2 đôi giày rẻ mà đẹp quá.,POS,5,
Tiền nào của ấy thui.,NEU,3,
màu xanh là phun giặt ra nước toàn màu xanh.,NEG,2,
Ok lắm.,POS,5,
Giao hàng nhanh.,POS,5,
Hàng ok.mịn đẹp ạ.,POS,5,
"Chiều ngang áo tầm 2 gang tay rưỡi, 1m58, nặng 42kg mặc hơi bị rộng, xém tý là rộng lố.",NEG,1,
Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền Thời gian giao hàng rất chậm.,NEG,1,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Cảm ơn quà của shop.,POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.thời gian giao hàng nhanh. mặc lên nhìn rất gọn gàng.,POS,5,
Mà k vừa cug ráng đi sửa lại để mặc.,POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt cực kì chuyên nghiệp Rất đáng tiền Thời gian giao hàng rất nhanh Sẽ ủng hộ dài2.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.,POS,5,
Form rộng.,NEU,3,
"Quần mỏng vừa phải, co giãn tốt, giá rẻ.",POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,POS,5,
Cô chủ dễ tính nói chuyện hòa đồng .,POS,5,
Sp dễ bị nhăn Thời gian giao hàng rất nhanh.,NEU,3,
Shop phục vụ rất tốt.,POS,5,
Áo đẹp dã man luôn ấy ạ :))) Còn có mùi thơm thơm nữa .,POS,4,
"Áo đẹp, chất ok, vận chuyển nhanh, được tặng kèm gương.",POS,4,
"hàng shop đẹp lắm ạ,Đóng gói sản phẩm rất đẹp và chắc chắn, còn tặng kèm 2 đôi vớ nữa^^.",POS,4,
Chưa đến HD như quảng cáo.,NEG,1,
Chất lượng sản phẩm tuyệt vời.,NEG,1,*
Chất lượng sản phẩm tuyệt vời.,POS,5,
hang rat ok shop ak e thich ak Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
chờ hơi lâu nhưng đáng vs công chờ vải đẹp mặc lên rất xinh Rất đáng tiền.,POS,5,
Cảm ơn shop nhiều.,POS,5,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,POS,5,
Ok gián chết 1/2.,POS,5,
Bình Thường.,NEU,3,
"Chất luong thì tốt, nhưng giao sai 1 mẫu.",NEU,3,
"Chất vải hơi cứng co giản ít, form hơi nhỏ.",NEG,1,
Rất đáng tiền.,POS,5,
Sẽ tiếp tục ủng hộ shop.,POS,5,
Xấu .giày mắc tiền mà nhận hàng thất vọng giày bị lỗi tùm lum ..nt cho shop mà cả thang moi tra loi thi sao ll dc.,NEG,1,
"Mua trog tỉnh mà đặt hàng từ thứ 6 tuần trước, thứ 4 tuần sau mới thấy đến nơi.",NEG,2,
Cũng xinh.,POS,4,
"Shop làm ăn rất vớ vẩn, biết là gửi ngẫu nhiên nhưng đặt 5c mà shop gửi cho 5c giống nhau, mẫu cx k đẹp.",NEG,2,
"Đồ cực xinh yêu luôn, chị chủ dễ tính, nhiệt tình hài hước nữa.",POS,5,
Giao hàng chậm.,NEG,2,
Tuyệt zời ông mặt trời.,POS,5,
Không đc đẹp như iron man đỏ.,NEU,3,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Giống hình mô tả.,NEU,3,
gửi hàng sai mẫu. quá tệ.,NEG,1,
Làm rẻ lau cũng k xong mất niềm tin về mua hàng ol đúng là nói hay nhưng hàng trả ra gì.,NEG,1,
Rất đáng tiền😙😙.,POS,4,
Áo này đã mua cho bản thân và người quen không biết bao nhiêu cái luôn rồi =)))).,POS,5,
Chưa dùng nên chưa biết chất lượng như thế nào.,NEU,3,
Lần nào mua hàng cũng rất ưng.,POS,5,
"Tưởng hàng order đợi lâu nhưng giao nhanh hơn mình nghĩ, áo mặc đẹp vô cùng ưng ý. 5* ☺️.",POS,5,
"Sp đẹp vải tốt ,dày cực kỳ ,cầm nặg tay luôn .chị bạn vô cùng dễ thương .sẽ ủng hộ lnầ sauu.",POS,5,
Áo đẹp Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Shop gói hàng rất cẩn thận.,POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Chất lượng sản phẩm rất kém: không nên mua sản phẩm này.,NEG,1,
Chất lượng sản phẩm tuyệt vời❤️ Đóng gói sản phẩm rất đẹp và chắc chắn❤️ Thời gian giao hàng rất nhanh😁.,POS,5,
"Sản phẩm như thế này mà cũng bán, không thể mặc đc í chứ đừng nói là xấu mà là quá xấu.",NEG,1,
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,POS,5,
Rất là ưng.,POS,5,
Mình mua vàng đen lại gửi cho mình đỏ đen.,NEG,2,
Mk cũng đâu đòi trả lại hàng đâu.,NEU,3,
Đóng gói chắc chắn.,POS,4,
Son hơi khô.,NEG,2,
"Thời gian giao hàng cực kì nhanh, chất lượng sản phẩm rất tốt, hài lòng.",POS,5,
Vải áo trắng mịn hơi mỏng xứng với giá tiền.,POS,4,
"Đường chỉ ở 1 tay áo bị lỗi, hơi rộng, nhưng đẹp.",POS,4,
Áo đẹp lắm shop😊 sẽ tiếp tục ủng hộ.,POS,5,
Lồng nhỏ.,NEG,2,
Rất đáng tiền Thời gian giao hàng rất nhanh Shop phục vụ rất tốt.,POS,5,
Thực sự cầm áo trên tay không tin nổi mình mua cái áo với giá chỉ 125k.,POS,4,
Chất lượng sản phẩm tuyệt vời sp rat dep vai cug ok .,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,POS,4,
Ngọt xíu nữa thì oke hơn.,NEU,3,
Chất lượng trung bình.,NEU,3,
Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
"Tay khá ngắn, mình m6 52kg mặc như áo của em mình vậy á :«.",NEG,2,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
K bit có bền k Chất lượng sản phẩm tạm được.,POS,4,
Mặc lên thì trông cute lạc lối thôi rồi ạ :))).,POS,5,
"Hang bi tray xuoc nhu da su dung, nguon khong phai chinh hang,khong co day AV.",NEG,2,
Tuy nhiên mk ko thích quần chun lắm nhưng Shop phục vụ tốt chất liệu cũng Ok.,POS,4,
"ở ngoài màu xỉn hơn màu nâu đất, k đc tươi như hình.",POS,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Rất đáng tiền Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời.,POS,5,
quá đẹp 👍.,POS,5,
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Shop phục vụ rất tốt Shop phục vụ rất tốt.,POS,5,
Chất lượng sản phẩm rất kém.,NEG,1,
Mình sẽ ủng hộ 😍.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắnThời gian giao hàng rất nhanh.,NEG,2,
"Tệ quá form áo và chất liệu ko giống, áo rộng như thùng phi.",NEG,1,
Chất lượng sản phẩm tuyệt vời.,POS,5,
"Tạm thời OK, lâu hơn thì chưa biết.",POS,4,
Nhưng đổi lại chất lượng âm thanh tốt so với giá tiền.,POS,4,
"Vừa đẹp về màu sắc mà chất khỏi chê luôn, nhân viên tư vấn lại nhiệt tình nữa.",POS,4,
Vãi mỏng.,NEG,1,
Còn được bạn ý tặng dây chun nữa ^^.,POS,5,
Vải đẹp. cám ơn shop!,POS,5,
Mình nhận được đồ rồi.,NEU,3,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt Chất lượng sản phẩm tuyệt vời.,POS,5,
M nhận đc hàng r bạn ... m chim ưng lắm.,POS,5,
Hàng bao đẹp.,POS,5,
Đã nhận hàng và mặc rất ưng ý!,POS,5,
Chat lượng kg vừa ý lắm nhung cũng vừa túi tiền Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt có quà tặng nữa cho shop 5sao.,POS,5,
Hài lòng lắm❤️.,POS,5,
Shop làm ăn rất có tâm.,POS,5,
Tien nao cua do.,NEU,3,
Quá đắc so với các shop khác.,NEG,2,
Hình in đẹp.,POS,5,
Áo bị mốc.,NEG,2,
"màu son lên đẹp, mỗi tội chắc môi mình k hợp nên cảm thấy hơi khô môi.",POS,4,
Hàng rất đẹp.,POS,5,
"Áo đẹp, shop phục vụ tốt.",POS,5,
"Chất lượng sản phẩm tuyệt vời, sim xài rất tốt.",POS,5,
Đặt áo cổ thuyền lại giao cổ tròn v shop.,NEG,2,
"Chất lượng vải thì tốt, nhưng độ nét của hình ""dán"" trên áo ko dc nét.",NEU,3,
Sản phẩm chuẩn y hình.,POS,5,
Chịu cmnr.,NEG,1,
Chưa biết lắp đặt ntn.,NEU,3,
ưng lắm luôn ý shop ơi còn đc tặng quà nữa sẽ ủng hộ shop dài dài.,POS,5,
Phù hợp cho trẻ 4 tuổi trở lên.,POS,4,
Rất đáng tiền.,POS,5,
"Giao hàng chai nhỏ 100ml, giá 105k.",NEG,2,
Xạo ghê.,NEG,2,
"Chất lượng sản phẩm tuyệt vời, ưng ý.",POS,4,
Hàng giống ảnh thật shop đưa 70%.,POS,4,
Shop phục vụ rất tốt.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Đầm quá ư là xấu .,NEG,1,
Đẹp như hình.,NEU,3,
"Khi thấy cái váy này, mình đã quyết tâm giảm 14 kí, để được mặc em nó, sau 4 tháng thì mọi quyết tâm của mình đã thành công, fai nói là siêu sung sướng khi khoác lên mình cái váy quá dễ thương như vậy, vải mặc mát, thoải mái và rất đẹp, nhìn cưng kinh khủng, chủ shop lại quá đáng iu, cho 10 sao luôn.",POS,5,
Đẹp dã man 😍.,POS,5,
Thời gian giao hàng rất nhanh Chất lượng sản phẩm tạm được.,POS,4,
Thích shop r😙😙😙😙.,POS,4,
Chất lượng sản phẩm tuyệt vờ.i Đóng gói sản phẩm rất đẹp và chắc chắn .Shop phục vụ rất tốt.,POS,5,
Sản phẩm bị vỡ đáy hộp.,NEG,1,
Áo dang chuẩn.,POS,5,
Hàng y hình chất đẹp lắm shop.,POS,4,
58kg-60kg size M size L 70kg mới mặc vừa rộng lắm nhé!,POS,4,
Ko hiẻu shop làm ăn kiểu gì nữa .,NEG,2,
Chất da mềm.,POS,5,
Rất tôn trọng ý kiến khách hàng.,POS,5,
Thất vọng ghê.,NEG,2,
"ÁO rất đẹp vượt ngoài mong đợi, vải đẹp ko nhăn, vì là vai voan nên hơi mỏng nhưng nếu mặc áo trong ko qua nổi thì vẫn an toàn nhé m.n, shop rất nhiệt tình với khách.",POS,5,
"Dép đi rất đẹp, chất lượng tốt.",POS,5,
"Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt, Rất đáng tiền.",POS,5,
Đóng gói sản phẩm ngư nùi giẻ rách.,NEG,1,
E mua hơn 20c bên shop r mà.,POS,5,
Chất lượng hợp với giá tiền có cái bị rách Shop phục vụ rất kém Giao sai màu cho khách nt ns vs shop thì shop k đk câu xl trả lời mỗi câu ok.,NEG,2,
Sp đúng giá khuyến mại.,POS,4,
"Áo dày dặn, cầm nặng tay m khá bất ngờ.",POS,4,
"Chất lượng sản phẩm tuyệt vời.Tuy nhiên,có mấy hình bị chừa đoạn trắng nhiều quá và có 1 vài hình bị ám màu tím.Còn lại,nhìn chung đẹp,rẻ.",POS,4,
"Giao sai màu, sai size.",NEG,2,
Chất lượng sp tuyệt vời.,POS,5,
Thất vọng ghê.,NEG,1,
Hàng ok vs giá tiền.,POS,5,
"san phẩm đẹp lắm rất thích, vừa ý luôn shop oi,.",POS,5,
Hàng giao không đúng.,NEG,2,
Làm ăn rất chán!!!,NEG,1,
Giao hàng nhanh.,POS,4,
Xinh lắm luôn chất lượng cũng tuyệtt.,POS,5,
Xuc chỉ tùm lum.,NEG,2,
Xanh to hơn hồng.,NEG,1,
Cám ơn chủ shop nhé.,POS,5,
Quả áo hơi nhăn.,NEG,2,
"Áo vải y hình, mang vào nhìn dáng áo đẹp, shop tư vấn nhiệt tình và rất chuẩn size.",POS,5,
Chất lượng sản phẩm rất kém..đừng ai mua bán gì với cái shop này..,NEG,1,
"Shop thật có tâm khi đóng gói thật kỹ từ Hà Nội vào Cà Mau k thiếu món gì, K món nào bị hư hỏng hay vỡ...",POS,5,
Nút hơi bi lệch...,NEG,1,
Không dày dặn cứng cáp như trong hình.,POS,4,
Treo đầu de bán thịt chó.,NEG,1,
Kiểu dáng đẹp.,POS,5,
Vớ rộng wa cũng được nhưng phải nhỏ lại.,NEG,2,
Chúc shop buôn may bán đắt.,POS,4,
😍😍😍😍😍.,POS,5,
Đặt 4 đôi mà giao 3 đôi . nt hỏi thì k tl . phải chi láy tiền 3 đôi thì k nói gì đằng này láy tiền hết 4 đôi . giày đóng gói thì móp đầu này đầu kia . shop làm ăn kì cục . ăn nhiu tiền đó của tao chắc mày giàu à :)) cô hồn tháng 7 là có thật đấy máy chị ạ.,NEG,1,
Sẽ ủng hộ shop dài dài nha.,POS,4,
Mong shop trước khi giao hàng kiểm tra kĩ lại dùm.,NEG,1,
Bộ màu vàng và màu hồng chất liệu và đườg may đều ổn.,POS,5,
Chất lượng sản phẩm tạm được Áo bị phai.,NEU,3,
Chất lượng sản phẩm tạm được.,POS,4,
Bảo mỗi cái 1 màu lại gủi 2 cái cùng màu.,NEG,2,
Áo bị rách :(.,NEG,1,
"Shop giao hàng nhanh, có điều ảnh trên áo mờ do phóng to vỡ nét hoặc mực in mờ.",NEU,3,
"Mình rất hài lòng về 5 sản phẩm, chất đẹp, đường may đẹp, vừa in người mình.",POS,5,
Đồ ăn rất ngon.,POS,5,
Sản phẩm ko được như mong muốn.,NEG,2,
Chất lượng sản phẩm hợp với giá tiền.,POS,5,
Chúc shop Buôn may bán đắc.,POS,4,
Hai cái áo rất đẹp vừa rẻ vừa chất lượng.,POS,5,
Sẽ quay lại mua thêm 👍🏻.,POS,5,
K mặc được to mà cũng k đẹp như ảnh.,NEG,2,
Nhận dc áo chất khá thích ạ.,POS,5,
Mua 2 lần rồi mà lần nào hàng cũg rất đẹp.,POS,5,
Khg nên mua.,NEG,1,
Hang Chinh Hang DiGi.,POS,5,
